client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844068.mp3	01ae5d93b1ca7768351e72c8a2b059bef4f926a4eabf050a86af8f40a48913e9	동혁은 집으로 돌아와서도 기천이를 보러 갈 마음이 내키지 않았다.		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844069.mp3	0888d13f721478878ee7b2cce0dc299ca65425a3a1842db327b926314fdbb2f5	다양한 문장을 입력해야 한다.		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844161.mp3	0c2ce19e24507829d9561b2270cb69976e0242923396dd575bbfba75c484fe17	이서방은 요새 첫째가 만들어 준 나무다리를 짚고 그의 뒤를 따랐다.		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844163.mp3	0eb7ac14a5137028fd0d6c41653c237743e27c2fff0b92a3016f0f38fc22ec32	그리고 봇짐을 모두 한데 싸며 옥점의 하던 말을 다시금 되풀이하였다.		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844227.mp3	0679c47ecc8423a23fc81ed743f7ce8f9716db14fd70c47c58e5a777d954f0e4	어젯저녁만 해도 배고픈 것이 이렇게 견디기 어렵지는 않은 것 같았다.		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844229.mp3	186b416f34408901ade45f034a20b8947908bc9f163dd96fbcf607b5e470261d	나의 장래가 어떻게 될 것도 나는 벌써부터 알고 있네.		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844231.mp3	08e6e42c5c2c68eec6be55791c40962ae52f9ec33c1bf3b3f8a3d6cd6f94c5b9	이 애야, 그게 무슨 소리냐?		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844294.mp3	10765c7204161b8396bf5c9cff37c21fad9b2721b8fcea06a9eb3d7cca57c537	춘우는 책망하려던 생각이 영숙을 보자 풀어져 버리고 반갑고 시원해서 부드럽게 물었다.		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844297.mp3	13e5327d4da37ad55c2d480a2c462845bc16945f1beff4ec0bf05531489eea8b	헌법개정안, 국민투표안, 조약안, 법률안 및 대통령령안		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844397.mp3	19952dfacf499c958146f312c08bb6ef5969e5acaea63fee339babbd13384a29	나는 그를 밀어놓고 내가 대신하여 피아노 앞에 앉아서, 아까 베낀 그 음보를 펴 놓았습니다.		1	2	thirties	male_masculine			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844400.mp3	0fc22a0e032d463314a8bb198792097d89a94400a9e98cf9c41c52406883450c	조밥도 못 먹는 년이 설렁탕은.		1	2	thirties	male_masculine			ko	
