client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880067.mp3	2d42abd437cf2684a7a056cfc68d847aa532622b345ac65d385831a47c00bcfa	그 이웃을 쳐서 거짓 증거하는 사람은 방망이요 칼이요 뾰족한 살이니라		4	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880068.mp3	280965d71b7f5c4e441063e24654a245ce24e1c32d23f12312b20cceea093963	무릇 경영은 의논함으로 성취하나니 모략을 베풀고 전쟁할지니라		4	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880069.mp3	294de7e5108287f72a15195f131f0c9809bfb18b63a5a2598dfcbea27aa9eda9	그와 동시에 애상적이던 기분은 구름과 같이 흩어지고 안개처럼 스러졌다.		4	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880070.mp3	1d269927ac3febeaa49a532a2b1ea5ece9f8a00fda5095a467aa222ed82160e5	하면서도 기천은 동혁이가 먹는다는 바람에 숨도 아니 쉬고 쪼옥 들이켰다.		4	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880071.mp3	4cd0ed3736147d540ec4cf18daebe9748363a1f810790c7108a7d4b5d52a1343	다 좋았는데 원두만큼은 조금 신 것 같아 아쉬웠어.		4	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880073.mp3	24b49dfa80762254fdcf6b2efd8a472faa8c3aaafa2abf179c2bc940c4784647	그 것은 회원들이 여러 달을 두고 조사해 온 것으로 매우 정확한 통계였다.		4	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880074.mp3	54196d4c6d00c0c3eab50a53a7692733a4179bd5390b654d59215da685caa912	그는 곧 울고 싶은 감정을 느꼈다.		2	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880075.mp3	41c6c857aeac658af59f2b513b518cd6ad7e4cee058d7f51f3cfca86b602d81b	옷 그렇게 벗지 말라고		4	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880076.mp3	3c3028771aa36ea14d248f488195be7fe025abed77b3fc5a656aadff7a599796	의사에게 죽음의 선고를 받은 줄도 모르는 영신은 주사 기운에 조금 의식을 회복하였다.		4	0	twenties	female_feminine	서울		ko	
c6ea915bc1573d5253873335a07670c60dfe75546918f591b700e4a992ab7e44ab084bd752b3e69e197900cfa2e45e1f094af17209d83b5065456069e71aa84e	common_voice_ko_36880077.mp3	3401e3657b101f3b2636c9b8e2d14bd703168a10163fb02de38ecac6ee0c8f99	날씨 또한 백프로 정확한 예측은 불가능한데요.		2	0	twenties	female_feminine	서울		ko	
